PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE
,,,
PASCHEN (CHRISTIAN),1057,BASKETBALL BACKBOARD,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,BASKETBALL BACKBOARD,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,BASKETBALL BACKBOARD,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,BASKETBALL BACKBOARD,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,BASKETBALL BACKBOARD,OUTDOOR
,,,
PIETROWSKI (SYLVESTER),1058,BASKETBALL BACKBOARD,OUTDOOR
,,,
PIETROWSKI (SYLVESTER),1058,BASKETBALL BACKBOARD,OUTDOOR
,,,
PLEASANT POINT,140,BASKETBALL BACKBOARD,OUTDOOR
,,,
PLEASANT POINT,140,BASKETBALL BACKBOARD,OUTDOOR
,,,
PLEASANT POINT,140,BASKETBALL BACKBOARD,OUTDOOR
,,,
PLEASANT POINT,140,BASKETBALL BACKBOARD,OUTDOOR
,,,
POTTAWATTOMIE,166,BASKETBALL BACKBOARD,OUTDOOR
,,,
POTTAWATTOMIE,166,BASKETBALL BACKBOARD,OUTDOOR
,,,
POTTAWATTOMIE,166,BASKETBALL BACKBOARD,OUTDOOR
,,,
POTTAWATTOMIE,166,BASKETBALL BACKBOARD,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR
,,,
RAINBOW BEACH,1001,BASKETBALL BACKBOARD,OUTDOOR
,,,
REYES (GUADALUPE),352,BASKETBALL BACKBOARD,OUTDOOR
,,,
REYES (GUADALUPE),352,BASKETBALL BACKBOARD,OUTDOOR
,,,
REYES (GUADALUPE),352,BASKETBALL BACKBOARD,OUTDOOR
,,,
REYES (GUADALUPE),352,BASKETBALL BACKBOARD,OUTDOOR
,,,
RIVER,186,BASKETBALL BACKBOARD,OUTDOOR
,,,
RIVER,186,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROBICHAUX (JOSEPH),320,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROBINSON (JACKIE),236,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROBINSON (JACKIE),236,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROBINSON (JACKIE),236,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROBINSON (JACKIE),236,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROSEDALE,91,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROSEDALE,91,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROSEDALE,91,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
ROSEDALE,91,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
ROSENBLUM (J. LESLIE),231,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROSENBLUM (J. LESLIE),231,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROSENBLUM (J. LESLIE),231,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROSENBLUM (J. LESLIE),231,BASKETBALL BACKBOARD,OUTDOOR
,,,
ROSENBLUM (J. LESLIE),231,SHUFFLEBOARD,SPECIAL
,,,
ROSENBLUM (J. LESLIE),231,SHUFFLEBOARD,SPECIAL
,,,
ROSENBLUM (J. LESLIE),231,SHUFFLEBOARD,SPECIAL
,,,
ROSENBLUM (J. LESLIE),231,SHUFFLEBOARD,SPECIAL
,,,
ROSENBLUM (J. LESLIE),231,SHUFFLEBOARD,SPECIAL
,,,
ROSENBLUM (J. LESLIE),231,SHUFFLEBOARD,SPECIAL
,,,
RUSSELL (MARTIN) SQUARE,6,BASKETBALL BACKBOARD,OUTDOOR
,,,
RUSSELL (MARTIN) SQUARE,6,BASKETBALL BACKBOARD,OUTDOOR
,,,
RUSSELL (MARTIN) SQUARE,6,BASKETBALL BACKBOARD,OUTDOOR
,,,
RUSSELL (MARTIN) SQUARE,6,BASKETBALL BACKBOARD,OUTDOOR
,,,
SACRAMENTO,1147,BASKETBALL BACKBOARD,OUTDOOR
,,,
SACRAMENTO,1147,BASKETBALL BACKBOARD,OUTDOOR
,,,
SAIN (HARRY),1059,BASKETBALL BACKBOARD,OUTDOOR
,,,
SAIN (HARRY),1059,BASKETBALL BACKBOARD,OUTDOOR
,,,
SAIN (HARRY),1059,BASKETBALL BACKBOARD,OUTDOOR
,,,
SAIN (HARRY),1059,BASKETBALL BACKBOARD,OUTDOOR
,,,
SAIN (HARRY),1059,BASKETBALL BACKBOARD,OUTDOOR
,,,
SAIN (HARRY),1059,BASKETBALL BACKBOARD,OUTDOOR
,,,
SAIN (HARRY),1059,BASKETBALL BACKBOARD,OUTDOOR
,,,
SAIN (HARRY),1059,BASKETBALL BACKBOARD,OUTDOOR
,,,
SAINT LOUIS,1149,BASKETBALL BACKBOARD,OUTDOOR
,,,
SAINT LOUIS,1149,BASKETBALL BACKBOARD,OUTDOOR
,,,
SAUGANASH,195,BASKETBALL BACKBOARD,OUTDOOR
,,,
SAUGANASH,195,BASKETBALL BACKBOARD,OUTDOOR
,,,
SCHREIBER,1061,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
SCHREIBER,1061,BASKETBALL BACKBOARD,OUTDOOR
,,,
SCHREIBER,1061,BASKETBALL BACKBOARD,OUTDOOR
,,,
"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR
,,,
"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR
,,,
"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR
,,,
"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR
,,,
"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR
,,,
"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR
,,,
SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR
,,,
SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR
,,,
SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR
,,,
SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR
,,,
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR
,,,
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR
,,,
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR
,,,
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR
,,,
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR
,,,
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR
,,,
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR
,,,
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR
,,,
SHABBONA,148,BASKETBALL BACKBOARD,OUTDOOR
,,,
SHABBONA,148,BASKETBALL BACKBOARD,OUTDOOR
,,,
SHEDD (JOHN G.),212,BASKETBALL BACKBOARD,OUTDOOR
,,,
SHEDD (JOHN G.),212,BASKETBALL BACKBOARD,OUTDOOR
,,,
SHEDD (JOHN G.),212,BASKETBALL BACKBOARD,OUTDOOR
,,,
SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR
,,,
SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR
,,,
SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR
,,,
SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR
,,,
SHERWOOD (JESSE),1014,BASKETBALL BACKBOARD,OUTDOOR
,,,
SHERWOOD (JESSE),1014,BASKETBALL BACKBOARD,OUTDOOR
,,,
SIMONS (ALMIRA),124,BASKETBALL BACKBOARD,OUTDOOR
,,,
SIMONS (ALMIRA),124,BASKETBALL BACKBOARD,OUTDOOR
,,,
SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR
,,,
SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR
,,,
SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR
,,,
SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR
,,,
SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR
,,,
SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR
,,,
SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR
,,,
SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR
,,,
SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR
,,,
SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR
,,,
SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR
,,,
SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR
,,,
STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR
,,,
STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR
,,,
STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR
,,,
STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR
,,,
STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR
,,,
STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR
,,,
STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR
,,,
STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR
,,,
STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR
,,,
STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR
,,,
STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR
,,,
STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR
,,,
SUMAC,1273,BASKETBALL BACKBOARD,OUTDOOR
,,,
SUMAC,1273,BASKETBALL BACKBOARD,OUTDOOR
,,,
TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR
,,,
TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR
,,,
TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR
,,,
TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR
,,,
TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR
,,,
THROOP (AMOS GAGER),1159,BASKETBALL BACKBOARD,OUTDOOR
,,,
THROOP (AMOS GAGER),1159,BASKETBALL BACKBOARD,OUTDOOR
,,,
TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR
,,,
TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR
,,,
TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR
,,,
TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR
,,,
TILTON (GEORGE),1064,BASKETBALL BACKBOARD,OUTDOOR
,,,
TILTON (GEORGE),1064,BASKETBALL BACKBOARD,OUTDOOR
,,,
"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR
,,,
"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR
,,,
"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR
,,,
WHITE (WILLYE B.),1043,BASKETBALL BACKBOARD,OUTDOOR
,,,
WHITE (WILLYE B.),1043,BASKETBALL BACKBOARD,OUTDOOR
,,,
WHITE (WILLYE B.),1043,BASKETBALL BACKBOARD,OUTDOOR
,,,
"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR
,,,
"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR
,,,
"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR
,,,
"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR
,,,
WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR
,,,
WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR
,,,
WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR
,,,
WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR
,,,
WILLIAMS (DANIEL HALE),261,BASKETBALL BACKBOARD,OUTDOOR
,,,
WILLIAMS (DANIEL HALE),261,BASKETBALL BACKBOARD,OUTDOOR
,,,
WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR
,,,
WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR
,,,
WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR
,,,
WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR
,,,
WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR
,,,
WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR
,,,
WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR
,,,
WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR
,,,
WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR
,,,
WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR
,,,
WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR
,,,
WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR
,,,
WOODHULL (ROSS),1073,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR
,,,
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR
,,,
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR
,,,
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR
,,,
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR
,,,
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR
,,,
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR
,,,
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR
,,,
SENIOR CITIZENS MEML.,455,SHUFFLEBOARD,SPECIAL
,,,
SHERMAN (JOHN),7,HANDBALL/RACQUET (OUT),OUTDOOR
,,,
LINCOLN (ABRAHAM),100,BASKETBALL BACKBOARD,OUTDOOR
,,,
LINCOLN (ABRAHAM),100,BASKETBALL BACKBOARD,OUTDOOR
,,,
EDGEBROOK,335,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
FIELD (EUGENE),41,BASKETBALL COURT,OUTDOOR
,,,
FIELD (EUGENE),41,BASKETBALL BACKBOARD,OUTDOOR
,,,
FIELD (EUGENE),41,BASKETBALL BACKBOARD,OUTDOOR
,,,
FOSCO (PETER),1030,GYMNASIUM,INDOOR
,,,
FIELD (EUGENE),41,COMMUNITY GARDEN,OUTDOOR
,,,
FULLER (MELVILLE),4,GYMNASIUM,INDOOR
,,,
FULLER (MELVILLE),4,BOXING CENTER,INDOOR
,,,
ECKHART (BERNARD),208,BOXING CENTER,INDOOR
,,,
GAGE (GEORGE),22,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
GAGE (GEORGE),22,ARTIFICIAL TURF FIELD,OUTDOOR
,,,
GAGE (GEORGE),22,GYMNASIUM,INDOOR
,,,
GARFIELD (JAMES),204,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
GARFIELD (JAMES),204,CASTING PIER,OUTDOOR
,,,
GARFIELD (JAMES),204,SPRAY FEATURE,OUTDOOR
,,,
GATELY (JAMES),244,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
GATELY (JAMES),244,BASKETBALL COURT,OUTDOOR
,,,
GATELY (JAMES),244,BASKETBALL COURT,OUTDOOR
,,,
GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR
,,,
GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR
,,,
GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR
,,,
GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR
,,,
GRAND CROSSING,15,GYMNASIUM,INDOOR
,,,
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR
,,,
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR
,,,
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR
,,,
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR
,,,
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR
,,,
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR
,,,
GROSS,1031,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
FIELD (EUGENE),41,WETLAND AREA,OUTDOOR
,,,
GOMPERS (SAMUEL),40,LAGOON,OUTDOOR
,,,
GOMPERS (SAMUEL),40,WETLAND AREA,OUTDOOR
,,,
HAAS (JOSEPH),1032,GYMNASIUM,INDOOR
,,,
HAAS (JOSEPH),1032,FITNESS CENTER,INDOOR
,,,
HALE (NATHAN),234,BOCCE COURT,SPECIAL
,,,
HALE (NATHAN),234,BOCCE COURT,SPECIAL
,,,
HAMILTON (ALEXANDER),9,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
HAMILTON (ALEXANDER),9,HANDBALL/RACQUET (OUT),OUTDOOR
,,,
HAMILTON (ALEXANDER),9,HANDBALL/RACQUET (OUT),OUTDOOR
,,,
HAMILTON (ALEXANDER),9,GYMNASIUM,INDOOR
,,,
HAMLIN (HANNIBAL),106,GYMNASIUM,INDOOR
,,,
HAMLIN (HANNIBAL),106,BOXING CENTER,INDOOR
,,,
HARRISON (CARTER),213,GYMNASIUM,INDOOR
,,,
HARRISON (CARTER),213,BOXING CENTER,INDOOR
,,,
HARRISON (CARTER),213,FITNESS CENTER,INDOOR
,,,
HIAWATHA,229,HORSESHOE COURT,OUTDOOR
,,,
HIAWATHA,229,HORSESHOE COURT,OUTDOOR
,,,
HOLSTEIN,203,GYMNASIUM,INDOOR
,,,
HORNER (HENRY),228,BASEBALL SR,OUTDOOR
,,,
HORNER (HENRY),228,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
HORNER (HENRY),228,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
HOYNE (THOMAS),1036,HORSESHOE COURT,OUTDOOR
,,,
HOYNE (THOMAS),1036,HORSESHOE COURT,OUTDOOR
,,,
JACKSON (ANDREW),19,BOAT SLIPS,OUTDOOR
,,,
JACKSON (ANDREW),19,BOAT SLIPS,OUTDOOR
,,,
JACKSON (ANDREW),19,BOAT SLIPS,OUTDOOR
,,,
JACKSON (ANDREW),19,BASKETBALL COURT,OUTDOOR
,,,
JACKSON (ANDREW),19,BASKETBALL COURT,OUTDOOR
,,,
JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR
,,,
JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR
,,,
JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR
,,,
JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR
,,,
JACKSON (ANDREW),19,PLAYGROUND,OUTDOOR
,,,
JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
JENSEN (CHRIST),82,GYMNASIUM,INDOOR
,,,
KELLY (EDWARD),260,BASKETBALL COURT,OUTDOOR
,,,
KELVYN (WILLIAM),126,GYMNASIUM,INDOOR
,,,
KENNICOTT (JONATHAN),485,GYMNASIUM,INDOOR
,,,
KILBOURN,84,TRACK,OUTDOOR
,,,
KOSCIUSZKO (THADEUZ),120,BASKETBALL BACKBOARD,OUTDOOR
,,,
KOSCIUSZKO (THADEUZ),120,BASKETBALL BACKBOARD,OUTDOOR
,,,
LINCOLN (ABRAHAM),100,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
LINCOLN (ABRAHAM),100,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
LINCOLN (ABRAHAM),100,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
LINCOLN (ABRAHAM),100,FITNESS CENTER,INDOOR
,,,
LINCOLN (ABRAHAM),100,GYMNASIUM,INDOOR
,,,
LOYOLA,115,SHUFFLEBOARD,SPECIAL
,,,
LOYOLA,115,SHUFFLEBOARD,SPECIAL
,,,
LOYOLA,115,SHUFFLEBOARD,SPECIAL
,,,
LOYOLA,115,BOXING CENTER,INDOOR
,,,
MARQUETTE (JACQUES),10,HORSESHOE COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,HORSESHOE COURT,OUTDOOR
,,,
MARQUETTE (JACQUES),10,HORSESHOE COURT,OUTDOOR
,,,
OGDEN (WILLIAM),8,BOXING CENTER,INDOOR
,,,
PASCHEN (CHRISTIAN),1057,VOLLEYBALL,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,BASKETBALL BACKBOARD,OUTDOOR
,,,
PETERSON (PEHR SAMUEL),452,BASKETBALL BACKBOARD,OUTDOOR
,,,
PIOTROWSKI (LILLIAN),230,WATER PLAYGROUND,OUTDOOR
,,,
PORTAGE,147,SENIOR CENTER,INDOOR
,,,
PULASKI (CASIMER),217,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
PULASKI (CASIMER),217,GYMNASIUM,INDOOR
,,,
RAINBOW BEACH,1001,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
SCHREIBER,1061,SPRAY FEATURE,OUTDOOR
,,,
SEWARD (WILLIAM),108,BASKETBALL COURT,OUTDOOR
,,,
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR
,,,
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR
,,,
SHABBONA,148,HORSESHOE COURT,OUTDOOR
,,,
SHABBONA,148,HORSESHOE COURT,OUTDOOR
,,,
SHABBONA,148,GYMNASTIC CENTER,INDOOR
,,,
SHABBONA,148,FITNESS CENTER,INDOOR
,,,
SHERIDAN (PHILIP HENRY),205,BOXING CENTER,INDOOR
,,,
SHERMAN (JOHN),7,LAGOON,OUTDOOR
,,,
SHERMAN (JOHN),7,VOLLEYBALL,OUTDOOR
,,,
SHERMAN (JOHN),7,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
LINCOLN (ABRAHAM),100,LAGOON,OUTDOOR
,,,
MARQUETTE (JACQUES),10,LAGOON,OUTDOOR
,,,
MCKINLEY (WILLIAM),23,LAGOON,OUTDOOR
,,,
PROSPECT GARDENS,49,GARDEN,OUTDOOR
,,,
RIDGE PARK WETLANDS,490,WETLAND AREA,OUTDOOR
,,,
RENAISSANCE,168,GARDEN,OUTDOOR
,,,
DAWES (CHARLES G.),239,BASKETBALL BACKBOARD,OUTDOOR
,,,
DAWES (CHARLES G.),239,BASKETBALL BACKBOARD,OUTDOOR
,,,
HARDING (GEORGE),1033,BASKETBALL BACKBOARD,OUTDOOR
,,,
PALMISANO (HENRY),531,CASTING PIER,OUTDOOR
,,,
PALMISANO (HENRY),531,LAGOON,OUTDOOR
,,,
PALMISANO (HENRY),531,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
PALMISANO (HENRY),531,WETLAND AREA,OUTDOOR
,,,
EDISON (THOMAS ALVA),62,MODEL TRAIN DISPLAY,SPECIAL
,,,
CALUMET,11,MODEL TRAIN DISPLAY,SPECIAL
,,,
SIMONS (ALMIRA),124,BOXING CENTER,INDOOR
,,,
TAYLOR (ROBERT ROCHON),271,BOXING CENTER,INDOOR
,,,
"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,SPRAY FEATURE,OUTDOOR
,,,
"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,FITNESS CENTER,INDOOR
,,,
TRUMBULL (LYMAN),16,GYMNASIUM,INDOOR
,,,
UNION,210,HORSESHOE COURT,OUTDOOR
,,,
UNION,210,HORSESHOE COURT,OUTDOOR
,,,
WARREN (LAURENCE),428,HORSESHOE COURT,OUTDOOR
,,,
WARREN (LAURENCE),428,HORSESHOE COURT,OUTDOOR
,,,
WASHINGTON (GEORGE),21,PLAYGROUND,OUTDOOR
,,,
WASHINGTON (GEORGE),21,SPRAY FEATURE,OUTDOOR
,,,
WASHINGTON (GEORGE),21,POOL (INDOOR),INDOOR
,,,
WASHINGTON (GEORGE),21,CRICKET FIELD,SPECIAL
,,,
WASHINGTON (GEORGE),21,CRICKET FIELD,SPECIAL
,,,
WASHINGTON (GEORGE),21,CRICKET FIELD,SPECIAL
,,,
WASHINGTON (GEORGE),21,CRICKET FIELD,SPECIAL
,,,
WASHINGTON (GEORGE),21,LAGOON,OUTDOOR
,,,
WASHINGTON (GEORGE),21,CASTING PIER,OUTDOOR
,,,
WENTWORTH (JOHN) GARDENS,286,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
WHITE (WILLYE B.),1043,GYMNASIUM,INDOOR
,,,
WILSON (FRANK),145,FOOTBALL/SOCCER COMBO FLD,OUTDOOR
,,,
JACKSON (ANDREW),19,LAGOON,OUTDOOR
,,,
JACKSON (ANDREW),19,LAGOON,OUTDOOR
,,,
ALTGELD (JOHN),206,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
BLACKHAWK,122,SHUFFLEBOARD,SPECIAL
,,,
CURIE (MARIE),408,TENNIS COURT,OUTDOOR
,,,
CURIE (MARIE),408,TENNIS COURT,OUTDOOR
,,,
CURIE (MARIE),408,TENNIS COURT,OUTDOOR
,,,
CURIE (MARIE),408,TENNIS COURT,OUTDOOR
,,,
CURIE (MARIE),408,TENNIS COURT,OUTDOOR
,,,
GARFIELD (JAMES),204,ARTIFICIAL TURF FIELD,OUTDOOR
,,,
LA FOLLETTE (ROBERT),201,ARTIFICIAL TURF FIELD,OUTDOOR
,,,
PASTEUR (LOUIS),247,ARTIFICIAL TURF FIELD,OUTDOOR
,,,
JACKSON (ANDREW),19,ARTIFICIAL TURF FIELD,OUTDOOR
,,,
BARTELME (MARY),542,SPRAY FEATURE,OUTDOOR
,,,
PARK NO. 484,484,BASEBALL SR,OUTDOOR
,,,
PARK NO. 484,484,BASEBALL JR/SOFTBALL,OUTDOOR
,,,
